Traditional,Simplified,PinyinNumbered,Pinyin,Freq
哏,哏,hen3,hěn,1
摓,摓,feng2,féng,1
哞,哞,mou1,mōu,1
摑,掴,guo2,guó,1
摏,摏,chong1,chōng,1
摎,摎,jiu1,jiū,1
摃,扛,gang1,gāng,1
摽,摽,biao4,biào,1
喇,喇,la2,lá,1
哢,哢,long4,lòng,1
撚,撚,nian3,niǎn,1
撱,撱,tuo3,tuǒ,1
撮,撮,zuo3,zuǒ,1
播,播,bo4,bò,1
咼,呙,kuai1,kuāi,1
咽,咽,yan4,yàn,1
咿,咿,yi1,yī,1
撧,撧,jue1,juē,1
撦,扯,che3,chě,1
撢,撢,dan3,dǎn,1
撡,操,cao1,cāo,1
撟,挢,jiao3,jiǎo,1
撙,撙,zun3,zǔn,1
撃,撃,ji1,jī,1
撖,撖,gan3,gǎn,1
撖,撖,han4,hàn,1
哃,哃,tong2,tóng,1
哇,哇,wa5,wa,1
掙,挣,zheng5,zheng,1
撏,挦,xian2,xián,1
撋,撋,ruan2,ruán,1
撊,撊,xian4,xiàn,1
塞,塞,sei1,sēi,1
撆,撆,pie1,piē,1
喇,喇,la5,la,1
摂,摂,she4,shè,1
摀,摀,wu3,wǔ,1
揘,揘,huang2,huáng,1
揲,揲,she2,shé,1
哫,哫,zu2,zú,1
搊,搊,chou1,chōu,1
搉,搉,que4,què,1
搇,揿,qin4,qìn,1
搆,构,gou4,gòu,1
揻,揻,wei1,wēi,1
揺,揺,yao2,yáo,1
揸,揸,zha1,zhā,1
揷,插,cha1,chā,1
揵,揵,qian2,qián,1
揳,揳,xie1,xiē,1
揰,揰,chong4,chòng,1
搎,搎,sun1,sūn,1
揫,揫,jiu1,jiū,1
揪,揪,jiu5,jiu,1
哭,哭,ku5,ku,1
揦,揦,la2,lá,1
揦,揦,la4,là,1
揥,揥,ti4,tì,1
哮,哮,xiao1,xiāo,1
揞,揞,an3,ǎn,1
揝,揝,zuan4,zuàn,1
揜,揜,yan3,yǎn,1
揘,揘,yong2,yóng,1
搌,搌,zhan3,zhǎn,1
哪,哪,nei3,něi,1
搿,搿,ge2,gé,1
哦,哦,o2,ó,1
搾,榨,zha4,zhà,1
搽,搽,cha2,chá,1
搷,搷,chen1,chēn,1
哤,哤,mang2,máng,1
搵,揾,wen3,wěn,1
搲,搲,wa4,wà,1
搲,搲,wa3,wǎ,1
搲,搲,wa1,wā,1
搰,搰,hu2,hú,1
搯,掏,tao1,tāo,1
連,连,lian5,lian,1
哦,哦,o4,ò,1
搕,搕,ke4,kè,1
哦,哦,o5,o,1
搨,搨,ta4,tà,1
搧,搧,shan1,shān,1
搥,捶,chui2,chuí,1
搤,扼,e4,è,1
搣,搣,mie4,miè,1
搢,搢,jin4,jìn,1
搠,搠,shuo4,shuò,1
搛,搛,jian1,jiān,1
搘,搘,zhi1,zhī,1
哪,哪,nuo2,nuó,1
啣,衔,xian2,xián,1
啥,啥,sha4,shà,1
稜,棱,leng1,lēng,1
嗿,嗿,tan3,tǎn,1
憸,憸,xian1,xiān,1
嗽,嗽,sou4,sòu,1
憯,憯,can3,cǎn,1
憮,怃,wu3,wǔ,1
憭,憭,liao3,liǎo,1
憪,憪,xian2,xián,1
厚,厚,hou5,hou,1
嗾,嗾,sou3,sǒu,1
憙,憙,xi3,xǐ,1
憖,慭,yin4,yìn,1
憒,愦,kui4,kuì,1
憍,憍,jiao1,jiāo,1
懃,勤,qin2,qín,1
悶,闷,men5,men,1
嘁,嘁,qi5,qi,1
憇,憩,qi4,qì,1
憃,憃,chong1,chōng,1
嘂,嘂,jiao4,jiào,1
嘅,嘅,ge3,gě,1
憀,憀,liao2,liáo,1
慿,慿,ping2,píng,1
慽,戚,qi1,qī,1
嘅,慨,kai3,kǎi,1
嘊,啀,ai2,ái,1
憺,憺,dan4,dàn,1
懅,懅,qu2,qú,1
嘌,嘌,piao1,piāo,1
嗲,嗲,dia3,diǎ,1
指,指,zhi5,zhi,1
這,这,zhe5,zhe,1
嗬,嗬,he1,hē,1
嗯,嗯,en1,ēn,1
嗯,嗯,en4,èn,1
戉,戉,yue4,yuè,1
戇,戆,zhuang4,zhuàng,1
戄,戄,jue2,jué,1
戁,戁,nan3,nǎn,1
懽,欢,huan1,huān,1
嗰,𠮶,ge4,gè,1
懱,懱,mie4,miè,1
懆,懆,cao3,cǎo,1
懰,懰,liu2,liú,1
懮,懮,you3,yǒu,1
懫,懫,zhi2,zhí,1
懥,懥,zhi4,zhì,1
懠,懠,qi2,qí,1
懞,懞,meng2,méng,1
懐,懐,huai2,huái,1
懍,懔,lin3,lǐn,1
懌,怿,yi4,yì,1
嗹,嗹,lian2,lián,1
嗻,嗻,zhe4,zhè,1
慴,慑,she4,shè,1
慱,慱,tuan2,tuán,1
戝,戝,zei2,zéi,1
愊,愊,bi4,bì,1
嘓,啯,guo1,guō,1
嘔,呕,ou4,òu,1
愛,爱,ai5,ai,1
愙,恪,ke4,kè,1
嘚,嘚,de4,dè,1
愔,愔,yin1,yīn,1
愓,愓,dang4,dàng,1
愒,愒,kai4,kài,1
愑,愑,yong3,yǒng,1
愐,愐,mian3,miǎn,1
愍,愍,min3,mǐn,1
愃,愃,xuan1,xuān,1
嘑,呼,hu1,hū,1
愀,愀,qiao3,qiǎo,1
嘜,唛,ma4,mà,1
惸,惸,qiong2,qióng,1
惷,蠢,chun3,chǔn,1
嘞,嘞,lei5,lei,1
惲,恽,yun4,yùn,1
惪,德,de2,dé,1
惥,恿,yong3,yǒng,1
嘠,嘎,ga2,gá,1
惝,惝,tang3,tǎng,1
嘡,嘡,tang1,tāng,1
嘒,嘒,hui4,huì,1
嘐,嘐,xiao1,xiāo,1
嘍,喽,lou5,lou,1
慇,慇,yin1,yīn,1
慬,慬,qin2,qín,1
慥,慥,zao4,zào,1
慤,悫,que4,què,1
慢,慢,man5,man,1
慝,慝,te4,tè,1
慜,慜,min3,mǐn,1
慙,惭,can2,cán,1
度,度,du5,du,1
慊,慊,qie4,qiè,1
慊,慊,qian4,qiàn,1
慉,慉,xu4,xù,1
慆,慆,tao1,tāo,1
嘏,嘏,jia3,jiǎ,1
慅,慅,sao1,sāo,1
慂,恿,yong3,yǒng,1
慁,慁,hun4,hùn,1
愽,博,bo2,bó,1
愼,愼,shen4,shèn,1
愯,愯,song3,sǒng,1
愮,愮,yao2,yáo,1
愭,愭,qi2,qí,1
愬,诉,su4,sù,1
愨,悫,que4,què,1
嘏,嘏,gu3,gǔ,1
戕,戕,qiang2,qiáng,1
戞,戛,jia2,jiá,1
拑,拑,qian2,qián,1
喤,喤,huang2,huáng,1
喔,喔,o5,o,1
抔,抔,pou2,póu,1
喔,喔,wo1,wō,1
撓,挠,nao5,nao,1
喔,喔,wo4,wò,1
抌,抌,zhen3,zhěn,1
抈,抈,yue4,yuè,1
抆,抆,wen4,wèn,1
扽,扽,den4,dèn,1
扻,扻,zi4,zì,1
喣,喣,xu3,xǔ,1
喥,喥,du4,dù,1
喓,喓,yao1,yāo,1
喦,喦,nie4,niè,1
扳,扳,pan1,pān,1
扱,扱,xi1,xī,1
捏,捏,nie5,nie,1
扤,扤,wu4,wù,1
喩,喩,yu4,yù,1
扢,扢,xi4,xì,1
扢,扢,gu3,gǔ,1
扡,扡,chi3,chǐ,1
扠,扠,cha1,chā,1
扞,捍,han4,hàn,1
喔,喔,o1,ō,1
喒,咱,zan2,zán,1
扛,扛,gang1,gāng,1
抽,抽,chou5,chou,1
拏,拿,na2,ná,1
拎,拎,ling1,līng,1
啱,啱,yan1,yān,1
啲,啲,di1,dī,1
啺,啺,tang2,táng,1
啽,啽,an2,án,1
拉,拉,le4,lè,1
拈,拈,nian2,nián,1
拄,拄,zhu3,zhǔ,1
拃,拃,zha3,zhǎ,1
喂,喂,wei2,wéi,1
屜,屉,ti5,ti,1
喎,㖞,kuai1,kuāi,1
抶,抶,chi4,chì,1
喈,喈,jie1,jiē,1
抵,抵,zhi3,zhǐ,1
抴,抴,ye4,yè,1
喌,喌,zhou1,zhōu,1
舉,举,ju5,ju,1
喎,㖞,wai1,wāi,1
抦,抦,bing3,bǐng,1
択,択,ze2,zé,1
抝,拗,ao4,ào,1
抜,抜,ba2,bá,1
喫,吃,chi1,chī,1
斯,斯,si4,sì,1
戠,戠,zhi2,zhí,1
嗕,嗕,ru4,rù,1
扌,扌,shou3,shǒu,1
嗍,嗍,suo1,suō,1
嗍,嗍,shuo4,shuò,1
扊,扊,yan3,yǎn,1
扃,扃,jiong1,jiōng,1
嗐,嗐,hai4,hài,1
戼,卯,mao3,mǎo,1
戻,戻,li4,lì,1
戺,戺,shi4,shì,1
戹,厄,e4,è,1
戸,戸,hu4,hù,1
嗙,嗙,pang3,pǎng,1
扎,扎,zha5,zha,1
嗛,嗛,qian4,qiàn,1
戱,戱,xi4,xì,1
嗟,嗟,jue1,juē,1
戯,戏,xi4,xì,1
戭,戭,yan3,yǎn,1
戩,戬,jian3,jiǎn,1
戦,戦,zhan4,zhàn,1
戥,戥,deng3,děng,1
戤,戤,gai4,gài,1
戣,戣,kui2,kuí,1
戡,戡,kan1,kān,1
扎,扎,zha3,zhǎ,1
扐,扐,le4,lè,1
喭,喭,yan4,yàn,1
喺,喺,xi3,xǐ,1
單,单,chan2,chán,1
扗,扗,zai4,zài,1
払,払,fu2,fú,1
払,払,fan3,fǎn,1
叢,丛,cong1,cōng,1
點,点,dian5,dian,1
喰,喰,can1,cān,1
喱,喱,li3,lǐ,1
喲,哟,yao1,yāo,1
喳,喳,cha5,cha,1
営,営,ying2,yíng,1
喿,喿,sao4,sào,1
嗌,嗌,ai4,ài,1
聽,听,ting5,ting,1
嗀,嗀,huo4,huò,1
嗁,啼,ti2,tí,1
嗃,嗃,he4,hè,1
發,发,fa5,fa,1
嗄,嗄,a2,á,1
烊,烊,yang4,yàng,1
嗄,嗄,sha4,shà,1
嗈,嗈,yong1,yōng,1
嗊,唝,hong3,hǒng,1
伏,伏,fu5,fu,1
咼,呙,wai1,wāi,1
撳,揿,qin4,qìn,1
惔,惔,tan2,tán,1
朳,朳,ba1,bā,1
吅,吅,song4,sòng,1
吅,吅,xuan1,xuān,1
喝,喝,he5,he,1
吋,吋,cun4,cùn,1
杉,杉,sha1,shā,1
杈,杈,cha1,chā,1
杇,杇,wu1,wū,1
杅,杅,yu2,yú,1
朿,朿,ci4,cì,1
朾,朾,ting2,tíng,1
朶,朵,duo3,duǒ,1
朰,朰,xx5,xx,1
杓,杓,biao1,biāo,1
朮,朮,zhu2,zhú,1
朮,朮,shu4,shù,1
谷,谷,yu4,yù,1
朩,朩,xx5,xx,1
吔,吔,ye1,yē,1
椆,椆,zhou4,zhòu,1
吚,咿,yi1,yī,1
吒,吒,zha5,zha,1
吜,吜,chou3,chǒu,1
朣,朣,tong2,tóng,1
朢,望,wang4,wàng,1
吁,吁,yu4,yù,1
杕,杕,di4,dì,1
期,期,qi2,qí,1
杽,杽,chou3,chǒu,1
伯,伯,bai5,bai,1
枕,枕,zhen4,zhèn,1
用,用,yong5,yong,1
枒,枒,ya2,yá,1
枏,楠,nan2,nán,1
枌,枌,fen2,fén,1
枊,枊,ang4,àng,1
杷,杷,pa5,pa,1
叚,假,jia3,jiǎ,1
叡,睿,rui4,ruì,1
吃,吃,ji2,jí,1
杻,杻,niu3,niǔ,1
杗,杗,mang2,máng,1
杻,杻,chou3,chǒu,1
杸,杸,shu1,shū,1
杷,杷,ba4,bà,1
杶,杶,chun1,chūn,1
杴,杴,xian1,xiān,1
音,音,yin5,yin,1
杲,杲,gao3,gǎo,1
杆,杆,gan3,gǎn,1
杠,杠,gang1,gāng,1
杝,杝,yi2,yí,1
杙,杙,yi4,yì,1
朠,朠,ying1,yīng,1
朞,期,qi1,qī,1
叉,叉,cha3,chǎ,1
暲,暲,zhang1,zhāng,1
曐,曐,xing1,xīng,1
曏,向,xiang4,xiàng,1
曌,曌,zhao4,zhào,1
曈,曈,tong2,tóng,1
吽,吽,hou3,hǒu,1
曀,曀,yi4,yì,1
暻,暻,jing3,jǐng,1
吽,吽,ou1,ōu,1
暸,暸,liao2,liáo,1
暶,暶,xuan2,xuán,1
暵,暵,han4,hàn,1
暫,暂,zhan4,zhàn,1
曒,曒,jiao3,jiǎo,1
暪,暪,men4,mèn,1
呆,呆,ai2,ái,1
暦,暦,li4,lì,1
呇,呇,qi3,qǐ,1
暠,皓,hao4,hào,1
暠,暠,gao3,gǎo,1
暞,暞,jiao3,jiǎo,1
暝,暝,ming2,míng,1
暜,暜,pu3,pǔ,1
暘,旸,yang2,yáng,1
呉,呉,wu2,wú,1
曑,曑,shen1,shēn,1
曓,曓,bao4,bào,1
吧,吧,bia1,biā,1
曽,曽,ceng2,céng,1
朙,朙,ming2,míng,1
朘,朘,juan1,juān,1
朓,朓,tiao3,tiǎo,1
嗒,嗒,da5,da,1
朏,朏,fei3,fěi,1
吪,吪,e2,é,1
听,听,yin3,yǐn,1
朆,朆,fen1,fēn,1
朅,朅,qie4,qiè,1
朁,朁,can3,cǎn,1
吰,吰,hong2,hóng,1
曻,曻,sheng1,shēng,1
曘,曘,ru2,rú,1
曷,曷,he2,hé,1
曳,曳,yi4,yì,1
吵,吵,chao1,chāo,1
鋸,锯,ju5,ju,1
甴,甴,you2,yóu,1
吵,吵,chao5,chao,1
曩,曩,nang3,nǎng,1
曡,叠,die2,dié,1
曛,曛,xun1,xūn,1
曙,曙,shu4,shù,1
吶,呐,na5,na,1
収,収,shou1,shōu,1
枙,枙,e4,è,1
暔,暔,nan2,nán,1
厞,厞,fei4,fèi,1
厎,厎,zhi3,zhǐ,1
桋,桋,yi2,yí,1
桉,桉,an4,àn,1
厓,厓,ya2,yá,1
框,框,kuang5,kuang,1
框,框,kuang1,kuāng,1
桄,桄,guang4,guàng,1
厔,厔,zhi4,zhì,1
厖,厖,pang2,páng,1
厙,厍,she4,shè,1
厜,厜,zui1,zuī,1
格,格,ge5,ge,1
厂,厂,chang3,chǎng,1
栻,栻,shi4,shì,1
厠,厕,ce4,cè,1
核,核,hu2,hú,1
栵,栵,li4,lì,1
厤,历,li4,lì,1
栰,筏,fa2,fá,1
栭,栭,er2,ér,1
栫,栫,jian4,jiàn,1
厪,厪,jin3,jǐn,1
栢,柏,bai3,bǎi,1
栟,栟,bing1,bīng,1
桒,桑,sang1,sāng,1
厂,厂,han3,hǎn,1
栘,栘,yi2,yí,1
梍,梍,zao4,zào,1
械,械,jie4,jiè,1
危,危,wei2,wéi,1
梩,梩,li2,lí,1
卲,卲,shao4,shào,1
梥,梥,song1,sōng,1
梡,梡,kuan3,kuǎn,1
梠,梠,lu:3,lǚ,1
梜,𬂩,jia2,jiá,1
梘,枧,jian3,jiǎn,1
卼,卼,wu4,wù,1
梐,梐,bi4,bì,1
梊,梊,di4,dì,1
桚,桚,zan3,zǎn,1
梃,梃,ting3,tǐng,1
卽,卽,ji2,jí,1
桺,柳,liu3,liǔ,1
桹,桹,lang2,láng,1
桲,桲,bo2,bó,1
桯,桯,ting1,tīng,1
桮,杯,bei1,bēi,1
桭,桭,zhen1,zhēn,1
厀,膝,xi1,xī,1
桟,桟,zhan4,zhàn,1
桜,桜,ying1,yīng,1
栞,刊,kan1,kān,1
厪,厪,qin2,qín,1
叉,叉,cha2,chá,1
厺,厺,qu4,qù,1
柒,柒,qi1,qī,1
厹,厹,qiu2,qiú,1
厹,厹,rou2,róu,1
柎,柎,fu1,fū,1
柈,柈,pan2,pán,1
柅,柅,ni3,nǐ,1
柃,柃,ling2,líng,1
柂,柂,yi2,yí,1
柁,柁,tuo2,tuó,1
枻,枻,yi4,yì,1
枹,枹,fu1,fū,1
厼,厼,xx5,xx,1
厷,厷,gong1,gōng,1
叁,叁,san1,sān,1
枵,枵,xiao1,xiāo,1
枴,拐,guai3,guǎi,1
參,叁,san1,sān,1
枲,枲,xi3,xǐ,1
枱,枱,tai2,tái,1
枰,枰,ping2,píng,1
枟,枟,yun4,yùn,1
叄,叄,san1,sān,1
叅,参,can1,cān,1
枒,枒,ya1,yā,1
厷,厷,hong2,hóng,1
柙,柙,xia2,xiá,1
栔,栔,qi4,qì,1
柶,柶,si4,sì,1
栒,栒,xun2,xún,1
栐,栐,yong3,yǒng,1
栄,栄,rong2,róng,1
栃,栃,li4,lì,1
栁,柳,liu3,liǔ,1
厮,厮,si1,sī,1
査,査,cha2,chá,1
柺,拐,guai3,guǎi,1
柹,柿,shi4,shì,1
柸,柸,pei1,pēi,1
柷,柷,zhu4,zhù,1
厰,厰,chang3,chǎng,1
厶,厶,si1,sī,1
厳,厳,yan2,yán,1
柲,柲,bi4,bì,1
柮,柮,duo4,duò,1
柦,柦,dan4,dàn,1
柤,柤,zha1,zhā,1
柣,柣,zhi2,zhí,1
厴,厣,yan3,yǎn,1
柟,楠,nan2,nán,1
厶,厶,mou3,mǒu,1
柜,柜,ju3,jǔ,1
柜,柜,gui4,guì,1
暕,暕,jian3,jiǎn,1
暒,暒,qing2,qíng,1
咼,呙,guo1,guō,1
攼,攼,han4,hàn,1
咍,咍,hai1,hāi,1
敔,敔,yu3,yǔ,1
敓,敚,duo2,duó,1
敎,敎,jiao4,jiào,1
敍,叙,xu4,xù,1
敉,敉,mi3,mǐ,1
敇,敇,chi4,chì,1
敃,敃,min3,mǐn,1
敂,叩,kou4,kòu,1
敁,敁,dian1,diān,1
攽,攽,ban1,bān,1
攺,攺,yi3,yǐ,1
敧,敧,qi3,qǐ,1
攷,考,kao3,kǎo,1
噠,哒,da5,da,1
攵,攵,pu1,pū,1
攴,攴,pu1,pū,1
攲,攲,qi1,qī,1
攰,攰,gui4,guì,1
吾,吾,wu5,wu,1
攮,攮,nang3,nǎng,1
咗,咗,zuo3,zuǒ,1
咚,咚,dong5,dong,1
混,混,hun5,hun,1
敜,敜,nie4,niè,1
敪,敪,duo2,duó,1
攧,攧,dian1,diān,1
斈,斈,xue2,xué,1
斞,斞,yu3,yǔ,1
斚,斚,jia3,jiǎ,1
咄,咄,duo4,duò,1
斔,斔,yu3,yǔ,1
斒,斒,ban1,bān,1
咅,咅,pou3,pǒu,1
咇,咇,bi4,bì,1
咈,咈,fu2,fú,1
咊,和,he2,hé,1
斎,斎,zhai1,zhāi,1
斉,斉,qi2,qí,1
咋,咋,zha1,zhā,1
敫,敫,jiao4,jiào,1
斄,斄,tai2,tái,1
和,和,han4,hàn,1
斁,斁,yi4,yì,1
敿,敿,jiao3,jiǎo,1
敽,敽,jiao3,jiǎo,1
敻,敻,xiong4,xiòng,1
敺,驱,qu1,qū,1
敹,敹,liao2,liáo,1
兒,儿,er5,er,1
敱,敳,ai2,ái,1
敭,扬,yang2,yáng,1
攩,挡,dang3,dǎng,1
咠,咠,qi4,qì,1
斢,斢,tiao3,tiǎo,1
持,持,chi5,chi,1
齧,啮,nie4,niè,1
擥,擥,lan3,lǎn,1
擣,擣,dao3,dǎo,1
擡,擡,tai2,tái,1
擗,擗,pi3,pǐ,1
擖,擖,ge3,gě,1
擕,携,xie2,xié,1
擓,㧟,kuai1,kuāi,1
擓,㧟,kuai3,kuǎi,1
擐,擐,huan4,huàn,1
咮,咮,zhou4,zhòu,1
咯,咯,lo5,lo,1
擩,擩,ru3,rǔ,1
咯,咯,ka3,kǎ,1
咲,笑,xiao4,xiào,1
擉,擉,chuo4,chuò,1
咳,咳,hai1,hāi,1
嗽,嗽,sou5,sou,1
擁,拥,yong3,yǒng,1
咴,咴,hui1,huī,1
撾,挝,zhua1,zhuā,1
咹,咹,e4,è,1
撽,撽,qiao4,qiào,1
咺,咺,xuan3,xuǎn,1
擨,擨,ye2,yé,1
擫,𢬍,ye4,yè,1
攟,攟,jun4,jùn,1
攂,攂,lei2,léi,1
咡,咡,er4,èr,1
咢,咢,e4,è,1
攘,攘,rang2,ráng,1
攖,撄,ying1,yīng,1
攓,攓,qian1,qiān,1
攐,攐,qian1,qiān,1
攋,攋,la4,là,1
攈,攈,jun4,jùn,1
咥,咥,die2,dié,1
攄,摅,shu1,shū,1
攃,攃,sa4,sà,1
擿,擿,zhi4,zhì,1
咩,咩,mie1,miē,1
擿,擿,ti1,tī,1
擽,㧰,lu:e4,lüè,1
咥,咥,xi4,xì,1
擸,擸,lie4,liè,1
擷,撷,jie2,jié,1
咦,咦,yi2,yí,1
擲,掷,zhi2,zhí,1
擱,搁,ge2,gé,1
擰,拧,ning4,nìng,1
咧,咧,lie5,lie,1
擭,擭,huo4,huò,1
斠,斠,jiao4,jiào,1
斢,斢,tou3,tǒu,1
暐,𬀩,wei3,wěi,1
昻,昻,ang2,áng,1
晒,晒,shai4,shài,1
晑,晑,xiang3,xiǎng,1
呔,呔,dai1,dāi,1
午,午,wu5,wu,1
晅,晅,xuan1,xuān,1
晄,晄,huang3,huǎng,1
晃,晃,huang5,huang,1
呔,呔,tai5,tai,1
呔,呔,tai3,tǎi,1
呝,呝,e4,è,1
晁,晁,chao2,cháo,1
昺,昺,bing3,bǐng,1
半,半,ban5,ban,1
昶,昶,chang3,chǎng,1
呠,呠,pen1,pēn,1
昳,昳,die2,dié,1
呡,呡,wen3,wěn,1
昰,是,shi4,shì,1
呣,呣,m2,m,1
呣,呣,m4,m,1
呧,呧,di3,dǐ,1
昬,昏,hun1,hūn,1
昪,昪,bian4,biàn,1
昦,昦,hao4,hào,1
晙,晙,jun4,jùn,1
晛,𬀪,xian4,xiàn,1
昣,昣,zhen3,zhěn,1
送,送,song5,song,1
暎,映,ying4,yìng,1
暍,暍,he4,hè,1
暌,暌,kui2,kuí,1
暋,暋,min3,mǐn,1
暋,暋,min2,mín,1
暁,暁,xiao3,xiǎo,1
晿,晿,cheng1,chēng,1
示,示,shi5,shi,1
晻,暗,an4,àn,1
訴,诉,su5,su,1
晳,晳,xi1,xī,1
呌,叫,jiao4,jiào,1
晜,晜,kun1,kūn,1
呎,呎,chi3,chǐ,1
晫,晫,zhuo2,zhuó,1
晪,晪,tian3,tiǎn,1
晩,晩,wan3,wǎn,1
呏,呏,sheng1,shēng,1
晥,晥,wan3,wǎn,1
呑,呑,tun1,tūn,1
晢,晢,zhe2,zhé,1
晡,晡,bu1,bū,1
晟,晟,sheng4,shèng,1
晞,晞,xi1,xī,1
昤,昤,ling1,līng,1
昡,昡,xuan4,xuàn,1
斨,斨,qiang1,qiāng,1
旀,旀,mie5,mie,1
旟,旟,yu2,yú,1
旝,旝,kuai4,kuài,1
旓,旓,shao1,shāo,1
旒,旒,liu2,liú,1
旐,旐,zhao4,zhào,1
呶,呶,nu3,nǔ,1
呷,呷,xia1,xiā,1
呷,呷,xia2,xiá,1
旊,旊,fang3,fǎng,1
呸,呸,pei1,pēi,1
旂,旗,qi2,qí,1
斿,斿,you2,yóu,1
旣,旣,ji4,jì,1
斾,斾,pei4,pèi,1
呺,呺,xiao1,xiāo,1
於,於,wu1,wū,1
於,於,yu2,yú,1
於,於,yu1,yū,1
斸,斸,zhu3,zhǔ,1
斵,斫,zhuo2,zhuó,1
斲,斫,zhuo2,zhuó,1
呿,呿,qu1,qū,1
斮,斮,zhuo2,zhuó,1
咁,咁,gan1,gān,1
旡,旡,ji4,jì,1
旤,祸,huo4,huò,1
呪,咒,zhou4,zhòu,1
噌,噌,zeng1,zēng,1
昞,昞,bing3,bǐng,1
昝,昝,zan3,zǎn,1
昜,昜,yang2,yáng,1
昚,慎,shen4,shèn,1
昕,昕,xin1,xīn,1
昔,昔,xi2,xí,1
昒,昒,hu1,hū,1
昑,昑,qin3,qǐn,1
呬,呬,xi4,xì,1
呯,呯,ping2,píng,1
呰,呰,zi3,zǐ,1
昄,昄,ban3,bǎn,1
呵,呵,a1,ā,1
昃,昃,ze4,zè,1
旾,春,chun1,chūn,1
旽,旽,tun1,tūn,1
旼,旼,min2,mín,1
旻,旻,min2,mín,1
旹,时,shi2,shí,1
旵,旵,chan3,chǎn,1
旴,旴,xu1,xū,1
呴,呴,xu1,xū,1
旪,旪,xie2,xié,1
晨,晨,chen5,chen,1
惜,惜,xi2,xí,1
嘥,嘥,sai1,sāi,1
筎,筎,ru2,rú,1
堽,堽,gang1,gāng,1
堦,阶,jie1,jiē,1
堧,堧,ruan2,ruán,1
堨,堨,e4,è,1
堭,堭,huang2,huáng,1
包,包,bao5,bao,1
堤,堤,di2,dí,1
堮,堮,e4,è,1
堲,堲,ji2,jí,1
堳,堳,mei2,méi,1
堼,堼,heng4,hèng,1
堼,堼,feng1,fēng,1
尌,尌,shu4,shù,1
缸,缸,gang5,gang,1
堿,堿,jian3,jiǎn,1
塁,塁,lei3,lěi,1
塂,塂,jiang3,jiǎng,1
塃,塃,huang1,huāng,1
塄,塄,leng2,léng,1
就,就,jiu5,jiu,1
塅,塅,duan4,duàn,1
塈,塈,ji4,jì,1
尅,克,ke4,kè,1
尃,尃,fu1,fū,1
専,専,zhuan1,zhuān,1
堠,堠,hou4,hòu,1
堞,堞,die2,dié,1
塏,垲,kai3,kǎi,1
堈,堈,gang1,gāng,1
堃,坤,kun1,kūn,1
尪,尪,wang1,wāng,1
尩,尩,wang1,wāng,1
尨,尨,mang2,máng,1
尢,尢,wang1,wāng,1
尠,鲜,xian3,xiǎn,1
尟,鲜,xian3,xiǎn,1
尜,尜,ga5,ga,1
堄,堄,ni4,nì,1
尙,尙,shang4,shàng,1
尗,尗,shu1,shū,1
堉,堉,yu4,yù,1
堙,堙,yin1,yīn,1
堋,堋,peng2,péng,1
尓,尓,er3,ěr,1
尒,尔,er3,ěr,1
堌,堌,gu4,gù,1
尐,尐,jie2,jié,1
堍,堍,tu4,tù,1
堎,堎,ling2,líng,1
堐,堐,ya2,yá,1
堐,堐,ai2,ái,1
堖,垴,nao3,nǎo,1
堘,塍,cheng2,chéng,1
対,対,dui4,duì,1
塒,埘,shi2,shí,1
尰,尰,zhong3,zhǒng,1
什,什,shi5,shi,1
寃,冤,yuan1,yuān,1
塲,场,chang3,chǎng,1
寂,寂,ji2,jí,1
寁,寁,zan3,zǎn,1
寀,寀,cai4,cài,1
宿,宿,xiu3,xiǔ,1
宼,寇,kou4,kòu,1
宸,宸,chen2,chén,1
塼,砖,zhuan1,zhuān,1
塽,塽,shuang3,shuǎng,1
塿,𪣻,lou3,lǒu,1
墀,墀,chi2,chí,1
塱,塱,lang3,lǎng,1
墁,墁,man4,màn,1
墈,墈,kan4,kàn,1
腳,脚,jiao5,jiao,1
宬,宬,cheng2,chéng,1
宩,宩,shi3,shǐ,1
宨,宨,tiao3,tiǎo,1
宧,宧,yi2,yí,1
墐,墐,jin3,jǐn,1
実,実,shi2,shí,1
墖,塔,ta3,tǎ,1
増,増,zeng1,zēng,1
塲,场,chang2,cháng,1
態,态,tai5,tai,1
寶,宝,bao5,bao,1
塥,塥,ge2,gé,1
塓,塓,mi4,mì,1
塙,塙,que4,què,1
敞,敞,chang5,chang,1
塝,塝,bang4,bàng,1
寫,写,xie4,xiè,1
寪,寪,wei3,wěi,1
塟,葬,zang4,zàng,1
塠,塠,dui1,duī,1
塡,塡,tian2,tián,1
塤,埙,xun1,xūn,1
受,受,shou5,shou,1
寠,𪧘,ju4,jù,1
餘,余,yu5,yu,1
寛,寛,kuan1,kuān,1
寙,寙,yu3,yǔ,1
寘,寘,zhi4,zhì,1
寗,寗,ning2,níng,1
寖,寖,jin4,jìn,1
寕,宁,ning4,nìng,1
寔,寔,shi2,shí,1
塩,塩,yan2,yán,1
傖,伧,chen5,chen,1
寑,寝,qin3,qǐn,1
寎,寎,bing4,bìng,1
尭,尭,yao2,yáo,1
堀,堀,ku1,kū,1
宍,宍,rou4,ròu,1
岣,岣,gou3,gǒu,1
垞,垞,cha2,chá,1
峂,峂,tong2,tóng,1
峁,峁,mao3,mǎo,1
峀,峀,xiu4,xiù,1
岹,岹,tiao2,tiáo,1
垟,垟,yang2,yáng,1
岵,岵,hu4,hù,1
